"Human" "Chimpanzee" "Bonobo" "Gorilla" "Orangutan" "Macaque" "Mouse" "Opossum" "Platypus" "Chicken"
"ENSG00000075426" 0 0 0 0 0 0 0 0 0 0
"ENSG00000089737" 0 0 0 0 0 0 0 0 0 0
"ENSG00000156876" 0 0 0 0 0 0 1 0 0 0
"ENSG00000146386" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132394" 0 0 0 0 0 0 0 0 0 0
"ENSG00000088448" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185697" 1 0 0 1 0 0 0 0 0 0
"ENSG00000171951" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164236" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169762" 0 0 0 0 0 0 0 0 0 0
"ENSG00000174453" 0 0 0 0 0 0 0 0 0 0
"ENSG00000050555" 0 0 0 0 0 0 0 0 0 0
"ENSG00000142875" 0 0 0 0 0 0 0 0 0 0
"ENSG00000099260" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124786" 0 0 0 0 0 0 0 0 0 0
"ENSG00000214367" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107897" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163093" 1 0 0 0 0 0 0 0 0 1
"ENSG00000112033" 0 0 0 0 0 0 0 0 0 0
"ENSG00000082482" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169758" 0 0 0 0 0 0 0 0 0 1
"ENSG00000205268" 0 1 1 0 0 0 1 1 0 0
"ENSG00000166289" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138867" 1 0 0 0 0 0 0 0 0 0
"ENSG00000135317" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196116" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169499" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171621" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107816" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153246" 0 0 0 0 0 0 0 0 0 0
"ENSG00000159082" 1 0 0 0 0 0 0 0 0 0
"ENSG00000167695" 0 0 0 0 0 0 1 0 0 0
"ENSG00000071539" 0 0 0 0 0 0 0 0 0 0
"ENSG00000172403" 0 0 0 0 0 0 0 0 0 0
"ENSG00000173212" 0 0 0 0 0 0 0 0 0 1
"ENSG00000163071" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101333" 0 0 0 0 0 0 0 0 0 0
"ENSG00000080298" 0 0 0 0 0 0 0 0 0 0
"ENSG00000167196" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109738" 0 0 0 0 0 0 0 0 0 0
"ENSG00000064703" 0 0 0 0 0 0 0 0 0 0
"ENSG00000078328" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158089" 0 0 0 0 0 0 0 0 0 0
"ENSG00000047932" 0 0 0 0 0 0 0 0 0 0
"ENSG00000206561" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152380" 0 0 0 0 0 0 0 0 0 0
"ENSG00000076770" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163002" 0 0 0 0 0 0 1 0 0 0
"ENSG00000117411" 1 0 0 0 0 1 1 0 0 0
"ENSG00000115827" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152954" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170941" 0 0 0 0 0 0 0 0 0 0
"ENSG00000076053" 1 0 0 1 0 0 1 0 0 0
"ENSG00000115295" 0 0 0 0 0 0 0 0 0 0
"ENSG00000007264" 0 0 0 0 0 0 0 0 0 0
"ENSG00000073150" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145491" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164284" 0 0 0 0 0 1 0 0 0 0
"ENSG00000178401" 0 0 0 0 0 0 0 0 0 0
"ENSG00000174564" 1 0 0 0 0 0 0 0 0 0
"ENSG00000012983" 0 0 0 0 0 0 0 0 0 0
"ENSG00000054803" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122012" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109854" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171055" 1 0 0 0 0 0 0 0 0 0
"ENSG00000183762" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140853" 0 0 0 0 0 0 0 0 0 0
"ENSG00000077463" 0 0 0 0 0 0 0 0 0 0
"ENSG00000118096" 0 0 0 0 0 0 0 0 0 0
"ENSG00000128708" 0 0 0 0 0 0 0 0 0 0
"ENSG00000186409" 1 0 0 0 0 0 0 0 0 0
"ENSG00000167447" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145147" 0 0 0 0 0 0 0 0 0 0
"ENSG00000133138" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157404" 0 0 0 0 0 0 0 0 0 0
"ENSG00000004468" 0 0 0 0 0 0 0 0 0 0
"ENSG00000064607" 0 0 0 0 0 0 0 1 1 0
"ENSG00000178307" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115112" 0 0 0 0 0 0 0 0 0 0
"ENSG00000059758" 0 0 0 0 0 0 0 0 0 0
"ENSG00000050405" 1 0 0 0 0 0 0 0 0 0
"ENSG00000132600" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129295" 0 0 0 0 0 0 0 0 0 0
"ENSG00000176732" 0 0 0 0 0 0 1 0 1 0
"ENSG00000165816" 0 0 0 0 0 1 0 0 1 0
"ENSG00000180773" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198597" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163738" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184792" 0 1 1 0 0 0 0 0 0 0
"ENSG00000102974" 0 0 0 0 0 0 0 0 0 0
"ENSG00000110075" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170412" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143870" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143319" 0 0 0 0 0 0 0 0 0 0
"ENSG00000159377" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166292" 0 0 0 0 0 0 0 0 0 0
"ENSG00000123104" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163541" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122034" 0 0 0 0 0 0 1 0 0 1
"ENSG00000138413" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163106" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115380" 0 0 0 0 0 0 0 0 0 0
"ENSG00000106246" 1 1 1 0 1 1 1 0 0 0
"ENSG00000137513" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112394" 0 0 0 0 0 0 0 0 0 0
"ENSG00000072133" 0 0 0 0 0 0 0 0 0 0
"ENSG00000072952" 1 0 1 0 0 0 0 0 0 0
"ENSG00000114904" 0 0 0 0 0 0 0 0 0 0
"ENSG00000104299" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151338" 0 0 0 0 0 0 1 0 0 0
"ENSG00000020181" 1 1 1 0 0 1 0 0 0 0
"ENSG00000152056" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146282" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138606" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183032" 0 0 0 0 0 0 0 0 0 0
"ENSG00000008128" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147457" 0 0 0 0 0 0 0 0 0 0
"ENSG00000121690" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124701" 0 0 0 0 0 0 0 0 0 0
"ENSG00000089060" 1 0 0 0 0 0 0 1 0 0
"ENSG00000173068" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169306" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198842" 0 0 0 0 0 0 0 0 0 0
"ENSG00000146674" 0 0 0 0 0 0 0 0 0 0
"ENSG00000168646" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124237" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198887" 0 0 0 0 0 0 0 0 0 0
"ENSG00000178795" 0 0 0 0 1 0 0 0 0 0
"ENSG00000033122" 0 0 0 0 0 0 0 0 0 1
"ENSG00000101057" 0 0 0 0 1 0 0 0 0 0
"ENSG00000185010" 1 0 0 0 0 0 0 0 0 0
"ENSG00000109805" 1 0 0 0 0 0 1 0 0 0
"ENSG00000136167" 1 0 0 0 0 0 0 0 0 0
"ENSG00000144843" 0 0 0 0 0 0 0 0 0 0
"ENSG00000142867" 1 0 0 0 0 0 0 0 0 0
"ENSG00000186714" 1 1 1 0 0 0 1 1 1 0
"ENSG00000170322" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109320" 0 0 0 0 0 0 0 0 0 0
"ENSG00000167094" 1 0 0 0 1 0 0 0 0 0
"ENSG00000126231" 0 0 0 0 0 0 0 0 0 0
"ENSG00000170385" 1 0 0 0 0 0 0 0 0 0
"ENSG00000064490" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124802" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111886" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198492" 0 0 0 0 0 0 0 1 0 0
"ENSG00000124098" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163815" 1 0 0 0 0 0 0 0 0 0
"ENSG00000124074" 0 1 1 0 0 0 0 0 0 0
"ENSG00000160062" 1 0 0 0 1 1 1 0 0 0
"ENSG00000172869" 0 0 0 0 0 0 0 0 0 0
"ENSG00000186868" 0 0 0 0 0 1 0 0 0 0
"ENSG00000118495" 0 0 0 0 0 0 0 0 0 1
"ENSG00000139287" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103494" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116962" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162390" 1 1 1 0 1 1 1 0 0 0
"ENSG00000114626" 0 0 0 0 0 0 0 0 0 0
"ENSG00000073331" 0 0 0 0 0 0 0 0 0 0
"ENSG00000130701" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143498" 0 0 0 0 0 0 0 0 0 0
"ENSG00000213782" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117525" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138172" 0 0 0 0 0 0 1 0 0 0
"ENSG00000164442" 0 0 0 0 0 0 0 0 0 0
"ENSG00000114670" 0 0 0 0 0 0 1 1 0 0
"ENSG00000157450" 0 0 0 0 0 0 0 0 0 0
"ENSG00000161082" 0 0 0 0 0 0 1 0 0 0
"ENSG00000130881" 0 0 0 0 0 0 0 0 0 0
"ENSG00000070214" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163631" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196083" 0 0 0 0 0 0 0 0 0 0
"ENSG00000133704" 1 0 0 0 0 0 0 0 0 0
"ENSG00000088386" 0 0 0 0 0 0 0 0 0 0
"ENSG00000211456" 0 0 0 0 0 0 0 0 0 0
"ENSG00000128602" 0 0 0 0 0 0 0 0 0 0
"ENSG00000149269" 0 0 0 0 0 0 0 0 0 0
"ENSG00000074696" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184897" 0 0 0 0 0 0 1 0 0 0
"ENSG00000023330" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111666" 0 0 0 0 0 0 0 1 0 0
"ENSG00000147687" 0 0 0 0 0 0 1 0 0 1
"ENSG00000144152" 0 0 0 1 0 0 0 0 0 0
"ENSG00000137491" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140093" 0 0 0 0 0 0 0 0 1 0
"ENSG00000144560" 1 0 0 0 0 0 0 0 0 0
"ENSG00000160993" 1 0 0 0 0 0 0 0 0 0
"ENSG00000170525" 0 0 0 0 0 0 0 0 0 0
"ENSG00000167272" 0 0 0 0 0 0 0 0 0 0
"ENSG00000088682" 0 0 0 0 0 0 0 0 0 0
"ENSG00000154162" 0 0 0 0 0 0 0 0 0 0
"ENSG00000130876" 1 1 1 1 1 0 1 0 0 1
"ENSG00000134030" 0 0 0 0 0 0 1 0 0 0
"ENSG00000168564" 0 0 0 0 0 0 0 0 0 0
"ENSG00000140398" 0 0 0 0 0 1 0 0 0 0
"ENSG00000107807" 1 0 0 0 0 0 0 0 0 0
"ENSG00000108370" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117069" 0 0 0 0 0 0 0 0 0 0
"ENSG00000007062" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101460" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184828" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109920" 0 0 0 0 0 0 0 0 0 0
"ENSG00000109171" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107643" 0 0 0 0 0 0 0 0 0 0
"ENSG00000015171" 0 0 0 0 0 0 0 0 0 0
"ENSG00000055211" 0 0 0 1 0 0 0 0 0 0
"ENSG00000113593" 0 0 0 0 0 0 0 0 0 0
"ENSG00000070081" 0 0 0 0 0 0 0 0 0 0
"ENSG00000022277" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164535" 1 0 0 0 0 0 1 0 0 1
"ENSG00000162065" 0 0 0 0 0 0 0 0 0 0
"ENSG00000124818" 0 0 0 0 0 0 0 0 0 0
"ENSG00000147432" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115165" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171988" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164306" 1 1 1 1 1 0 1 0 0 1
"ENSG00000101247" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100558" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182271" 0 0 0 0 0 0 0 0 1 1
"ENSG00000176049" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122557" 0 0 0 0 0 0 0 0 0 0
"ENSG00000149970" 0 0 0 0 0 0 1 0 0 0
"ENSG00000049759" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132570" 0 0 0 0 0 0 0 0 0 0
"ENSG00000078142" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122550" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100354" 1 0 0 0 0 0 0 0 0 0
"ENSG00000205084" 1 0 0 1 0 0 0 0 0 1
"ENSG00000106477" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137502" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115211" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151883" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171729" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185013" 1 0 0 0 0 0 0 0 0 0
"ENSG00000113805" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169181" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164051" 1 0 0 1 0 0 0 0 0 0
"ENSG00000134489" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166135" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145949" 0 0 0 0 0 0 0 0 0 1
"ENSG00000197959" 0 0 0 0 0 0 0 0 0 0
"ENSG00000144228" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141664" 0 0 0 0 0 0 0 0 0 0
"ENSG00000072786" 1 0 0 0 0 1 0 0 0 0
"ENSG00000183578" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102452" 1 0 0 0 0 0 0 0 0 0
"ENSG00000133121" 0 0 0 0 0 0 0 0 0 0
"ENSG00000054793" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165259" 1 0 0 0 0 0 1 0 0 0
"ENSG00000166206" 0 0 0 0 0 0 0 0 0 0
"ENSG00000178125" 0 0 0 0 0 0 0 0 0 0
"ENSG00000121316" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136518" 0 0 0 0 0 0 0 0 0 0
"ENSG00000204104" 0 0 0 0 0 0 0 0 0 0
"ENSG00000085733" 0 0 0 0 0 0 0 0 0 0
"ENSG00000075043" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183778" 1 0 0 0 0 0 0 0 0 0
"ENSG00000198689" 0 0 0 0 0 0 0 0 0 0
"ENSG00000161011" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166226" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177468" 0 0 0 0 0 0 0 0 0 0
"ENSG00000155868" 1 0 0 0 0 0 0 0 0 0
"ENSG00000135775" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162670" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164458" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129951" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158106" 0 0 0 0 0 0 0 0 0 0
"ENSG00000125967" 1 0 0 0 0 0 0 0 0 0
"ENSG00000197265" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120458" 0 0 0 0 0 0 0 1 0 0
"ENSG00000153012" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165240" 0 0 0 0 0 0 0 0 0 1
"ENSG00000197345" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198408" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132965" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198739" 0 0 0 0 0 0 0 0 0 0
"ENSG00000084754" 0 0 0 1 0 0 0 0 0 0
"ENSG00000168813" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198752" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136492" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164292" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153982" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143924" 0 0 0 0 0 0 0 0 0 0
"ENSG00000053770" 0 0 0 0 0 0 0 0 0 0
"ENSG00000112584" 0 0 0 0 0 0 0 0 0 0
"ENSG00000174059" 0 0 0 0 0 0 0 0 0 0
"ENSG00000131951" 0 0 0 0 0 0 0 0 0 0
"ENSG00000066248" 0 0 0 0 0 0 0 0 0 0
"ENSG00000116954" 1 0 0 0 0 0 0 0 0 1
"ENSG00000163960" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107960" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157350" 0 0 0 0 0 0 0 0 0 1
"ENSG00000187772" 0 1 1 0 0 0 0 0 0 0
"ENSG00000141232" 1 0 0 0 0 0 0 0 0 0
"ENSG00000129636" 0 0 0 0 0 0 0 0 0 0
"ENSG00000108175" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163879" 0 0 0 0 0 0 1 0 0 0
"ENSG00000114021" 0 1 1 1 0 0 0 0 0 0
"ENSG00000116704" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166575" 0 0 0 0 0 0 0 0 0 0
"ENSG00000054523" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151224" 0 0 0 0 0 0 0 0 0 0
"ENSG00000003989" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111850" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166783" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137074" 0 0 0 0 0 0 1 0 0 0
"ENSG00000153266" 0 0 0 0 0 0 0 0 0 0
"ENSG00000107938" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102678" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111605" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100220" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101311" 0 0 0 0 0 0 0 0 0 0
"ENSG00000130713" 0 0 0 0 0 0 0 0 0 0
"ENSG00000183258" 0 0 0 0 0 0 0 0 0 0
"ENSG00000171792" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196562" 0 0 0 0 0 0 0 0 0 0
"ENSG00000049656" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115825" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151552" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177189" 1 0 0 0 0 0 0 0 0 0
"ENSG00000066468" 0 0 0 0 0 0 0 0 0 0
"ENSG00000178177" 1 0 0 0 0 0 0 1 1 1
"ENSG00000182836" 0 0 0 0 0 0 0 0 0 0
"ENSG00000087301" 0 0 0 0 0 0 0 0 0 0
"ENSG00000115464" 1 0 0 0 0 0 0 0 1 0
"ENSG00000175818" 1 0 0 0 0 0 0 0 0 0
"ENSG00000087589" 0 0 0 0 0 0 1 0 0 0
"ENSG00000197114" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143499" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163645" 1 0 0 0 0 0 0 0 0 0
"ENSG00000137573" 0 1 1 0 0 0 0 0 0 0
"ENSG00000156983" 0 0 0 0 0 0 0 0 0 0
"ENSG00000153187" 0 1 1 1 0 0 0 0 0 0
"ENSG00000112242" 0 0 0 0 0 0 0 0 0 0
"ENSG00000143862" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184347" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165186" 0 0 0 0 0 0 1 0 0 0
"ENSG00000177054" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158022" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100201" 0 0 0 0 0 0 0 0 0 0
"ENSG00000082556" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120899" 0 0 0 0 0 0 0 0 0 0
"ENSG00000187840" 0 0 0 0 0 0 0 0 0 0
"ENSG00000126860" 0 0 0 0 0 0 1 0 0 1
"ENSG00000133026" 0 0 0 0 0 0 0 0 0 0
"ENSG00000121207" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164749" 0 0 0 0 0 0 0 0 0 0
"ENSG00000167984" 0 0 0 0 0 1 0 0 0 0
"ENSG00000174032" 1 0 0 0 0 0 0 0 0 0
"ENSG00000159674" 1 0 0 0 0 0 0 0 0 0
"ENSG00000166569" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119953" 0 0 0 0 0 0 0 0 0 0
"ENSG00000069482" 0 0 0 0 0 0 0 0 0 0
"ENSG00000048545" 1 0 0 0 0 0 0 0 0 0
"ENSG00000083123" 0 0 0 0 0 0 0 0 0 0
"ENSG00000141013" 1 0 0 0 0 1 0 1 0 0
"ENSG00000167769" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157680" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163531" 0 0 0 0 0 0 0 0 0 0
"ENSG00000078401" 0 0 0 0 0 0 0 0 0 0
"ENSG00000179988" 1 1 1 0 1 0 1 0 1 0
"ENSG00000184144" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157152" 0 0 0 0 0 0 0 0 0 1
"ENSG00000139354" 0 0 0 0 0 0 0 0 0 0
"ENSG00000136634" 0 0 0 0 0 0 0 0 0 0
"ENSG00000152147" 0 0 0 0 0 0 0 0 1 0
"ENSG00000179361" 0 0 0 0 0 0 0 0 0 0
"ENSG00000006695" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188026" 0 0 0 0 0 0 0 0 0 0
"ENSG00000129083" 0 0 0 0 0 0 0 0 0 0
"ENSG00000134802" 1 0 0 0 0 0 0 0 0 0
"ENSG00000127688" 0 0 0 0 0 0 0 0 0 0
"ENSG00000118922" 0 0 0 0 0 0 0 0 0 0
"ENSG00000177370" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164220" 0 0 0 0 0 1 0 0 0 0
"ENSG00000197905" 0 0 0 0 0 0 0 0 0 0
"ENSG00000054219" 1 0 0 0 0 0 0 0 0 0
"ENSG00000083544" 0 0 0 0 0 0 0 0 0 0
"ENSG00000176165" 0 0 0 0 0 0 0 0 0 0
"ENSG00000123131" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162949" 0 0 0 0 0 0 0 0 0 0
"ENSG00000010810" 0 0 0 0 0 0 0 0 0 0
"ENSG00000103064" 1 1 0 1 1 1 0 0 0 0
"ENSG00000134684" 0 0 0 0 0 0 0 0 0 0
"ENSG00000114805" 0 0 0 0 0 0 0 0 0 0
"ENSG00000164169" 0 0 0 0 0 0 0 0 0 0
"ENSG00000137821" 0 0 0 0 0 0 0 0 0 0
"ENSG00000101542" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163472" 1 0 0 0 0 0 0 0 0 0
"ENSG00000073734" 0 0 0 0 0 0 0 0 0 0
"ENSG00000159212" 0 0 0 0 0 0 0 0 0 0
"ENSG00000160917" 0 0 0 0 0 0 0 0 0 0
"ENSG00000120885" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165861" 0 0 0 0 0 0 0 0 0 0
"ENSG00000068796" 0 0 0 0 0 0 0 0 0 0
"ENSG00000119509" 0 0 0 0 0 0 1 0 0 1
"ENSG00000139428" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188306" 0 0 0 0 0 0 0 0 0 0
"ENSG00000102384" 0 0 0 0 0 0 0 0 0 0
"ENSG00000100297" 0 0 0 0 0 0 0 0 0 0
"ENSG00000160199" 0 0 0 0 0 0 0 0 1 0
"ENSG00000067704" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169570" 0 0 0 0 0 0 0 0 1 0
"ENSG00000051009" 0 0 0 0 0 0 1 0 0 0
"ENSG00000122679" 0 0 0 0 0 0 0 0 0 0
"ENSG00000169891" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117528" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182050" 0 0 0 0 0 0 0 0 0 0
"ENSG00000111490" 0 0 0 0 0 0 0 0 0 0
"ENSG00000127318" 0 0 0 0 0 0 0 0 0 0
"ENSG00000182667" 0 0 0 0 0 0 0 0 0 0
"ENSG00000176542" 1 0 0 0 0 0 0 0 0 0
"ENSG00000175426" 0 0 0 0 0 0 0 0 0 0
"ENSG00000154814" 0 0 0 0 0 0 0 0 0 0
"ENSG00000162961" 0 0 0 0 0 0 0 0 0 0
"ENSG00000132781" 0 0 0 0 0 0 0 0 0 0
"ENSG00000165806" 0 0 0 0 0 0 0 0 0 0
"ENSG00000117280" 0 0 0 0 0 0 0 0 0 0
"ENSG00000134278" 0 0 0 0 0 0 0 0 0 0
"ENSG00000073111" 0 0 0 0 0 0 0 0 0 0
"ENSG00000175538" 0 0 0 0 0 0 0 0 0 0
"ENSG00000166106" 0 0 0 0 0 0 0 0 0 0
"ENSG00000185442" 0 0 0 0 0 0 0 0 0 0
"ENSG00000167930" 0 0 0 0 0 0 0 0 1 0
"ENSG00000138834" 0 0 0 0 0 1 1 0 0 0
"ENSG00000170634" 1 0 0 0 0 0 0 0 0 0
"ENSG00000118058" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184716" 1 1 1 1 1 0 1 1 0 0
"ENSG00000052749" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188878" 0 0 0 0 0 0 0 0 0 0
"ENSG00000011566" 0 0 0 0 0 0 0 0 0 0
"ENSG00000198765" 0 0 0 0 0 0 0 0 0 1
"ENSG00000130005" 0 0 0 0 0 0 0 0 0 0
"ENSG00000145780" 1 0 0 0 0 0 0 0 0 0
"ENSG00000166821" 0 0 0 0 0 0 0 0 0 0
"ENSG00000131979" 1 0 0 0 0 0 0 0 0 0
"ENSG00000120457" 0 0 0 0 0 0 0 0 0 1
"ENSG00000150961" 0 0 0 0 0 0 0 0 0 0
"ENSG00000122482" 0 0 0 0 0 0 0 0 0 0
"ENSG00000184454" 0 0 0 0 0 0 0 0 0 0
"ENSG00000053900" 0 0 0 0 0 0 0 0 0 0
"ENSG00000071205" 0 0 0 0 0 0 0 0 0 0
"ENSG00000138463" 0 0 0 0 0 0 0 0 0 0
"ENSG00000197763" 1 0 0 0 0 0 0 0 0 0
"ENSG00000064932" 0 0 0 0 0 0 0 0 0 0
"ENSG00000089006" 1 0 0 0 0 0 0 0 0 0
"ENSG00000213626" 0 0 0 0 0 0 0 0 0 0
"ENSG00000163914" 0 0 0 0 0 0 0 0 0 0
"ENSG00000151062" 0 0 0 1 0 1 0 0 0 1
"ENSG00000132631" 0 0 0 0 0 0 0 0 0 0
