Human Chimpanzee Gorilla Orangutan Macaque
ENSG00000156414 ENSPTRG00000006765 ENSGGOG00000000812 ENSPPYG00000006180 ENSMMUG00000006243
ENSG00000135960 ENSPTRG00000012335 ENSGGOG00000010851 ENSPPYG00000012141 ENSMMUG00000019574
ENSG00000165916 ENSPTRG00000003565 ENSGGOG00000016530 ENSPPYG00000003304 ENSMMUG00000015611
ENSG00000180878 ENSPTRG00000003280 ENSGGOG00000026517 ENSPPYG00000003551 ENSMMUG00000016881
ENSG00000100422 ENSPTRG00000014515 ENSGGOG00000003731 ENSPPYG00000011953 ENSMMUG00000020950
ENSG00000198892 ENSPTRG00000001839 ENSGGOG00000006801 ENSPPYG00000000358 ENSMMUG00000001921
ENSG00000100280 ENSPTRG00000014221 ENSGGOG00000006479 ENSPPYG00000011687 ENSMMUG00000021380
ENSG00000148925 ENSPTRG00000003377 ENSGGOG00000000246 ENSPPYG00000003472 ENSMMUG00000009695
ENSG00000132155 ENSPTRG00000014635 ENSGGOG00000023025 ENSPPYG00000013388 ENSMMUG00000007450
ENSG00000109072 ENSPTRG00000008916 ENSGGOG00000011103 ENSPPYG00000008092 ENSMMUG00000019148
ENSG00000067208 ENSPTRG00000000962 ENSGGOG00000024347 ENSPPYG00000001153 ENSMMUG00000005070
ENSG00000138722 ENSPTRG00000016284 ENSGGOG00000007582 ENSPPYG00000014933 ENSMMUG00000022003
ENSG00000176953 ENSPTRG00000007945 ENSGGOG00000001960 ENSPPYG00000007222 ENSMMUG00000006878
ENSG00000165990 ENSPTRG00000005324 ENSGGOG00000000692 ENSPPYG00000004854 ENSMMUG00000003862
ENSG00000159479 ENSPTRG00000000636 ENSGGOG00000004931 ENSPPYG00000001446 ENSMMUG00000023671
ENSG00000149485 ENSPTRG00000003754 ENSGGOG00000012565 ENSPPYG00000003178 ENSMMUG00000013798
ENSG00000168803 ENSPTRG00000006991 ENSGGOG00000015145 ENSPPYG00000006411 ENSMMUG00000017067
ENSG00000090104 ENSPTRG00000001790 ENSGGOG00000001068 ENSPPYG00000000401 ENSMMUG00000003486
ENSG00000184984 ENSPTRG00000006874 ENSGGOG00000022082 ENSPPYG00000006307 ENSMMUG00000014227
ENSG00000204195 ENSPTRG00000028259 ENSGGOG00000001915 ENSPPYG00000020437 ENSMMUG00000013931
ENSG00000177595 ENSPTRG00000003136 ENSGGOG00000010775 ENSPPYG00000002884 ENSMMUG00000016715
ENSG00000135605 ENSPTRG00000016041 ENSGGOG00000009028 ENSPPYG00000014716 ENSMMUG00000018628
ENSG00000149452 ENSPTRG00000003796 ENSGGOG00000003920 ENSPPYG00000003137 ENSMMUG00000016225
ENSG00000182447 ENSPTRG00000015589 ENSGGOG00000027268 ENSPPYG00000014266 ENSMMUG00000016200
ENSG00000107815 ENSPTRG00000029751 ENSGGOG00000015421 ENSPPYG00000002576 ENSMMUG00000010677
ENSG00000138764 ENSPTRG00000016196 ENSGGOG00000000063 ENSPPYG00000014867 ENSMMUG00000000914
ENSG00000113492 ENSPTRG00000016786 ENSGGOG00000006579 ENSPPYG00000015392 ENSMMUG00000006301
ENSG00000172543 ENSPTRG00000003898 ENSGGOG00000010850 ENSPPYG00000003044 ENSMMUG00000008649
ENSG00000169249 ENSPTRG00000021693 ENSGGOG00000011962 ENSPPYG00000020150 ENSMMUG00000014054
ENSG00000188229 ENSPTRG00000023373 ENSGGOG00000001889 ENSPPYG00000019822 ENSMMUG00000012164
ENSG00000174276 ENSPTRG00000003865 ENSGGOG00000002712 ENSPPYG00000003078 ENSMMUG00000018775
ENSG00000127952 ENSPTRG00000019315 ENSGGOG00000014256 ENSPPYG00000017472 ENSMMUG00000020088
ENSG00000103089 ENSPTRG00000008350 ENSGGOG00000013529 ENSPPYG00000007552 ENSMMUG00000008381
ENSG00000165953 ENSPTRG00000006682 ENSGGOG00000006345 ENSPPYG00000006106 ENSMMUG00000020586
ENSG00000089199 ENSPTRG00000013230 ENSGGOG00000008592 ENSPPYG00000010690 ENSMMUG00000013722
ENSG00000187595 ENSPTRG00000009190 ENSGGOG00000013170 ENSPPYG00000008400 ENSMMUG00000003894
ENSG00000174749 ENSPTRG00000016372 ENSGGOG00000023800 ENSPPYG00000015004 ENSMMUG00000010698
ENSG00000232382 ENSPTRG00000030173 ENSGGOG00000015366 ENSPPYG00000013616 ENSMMUG00000032102
ENSG00000177200 ENSPTRG00000008113 ENSGGOG00000014816 ENSPPYG00000007348 ENSMMUG00000016310
ENSG00000111678 ENSPTRG00000004600 ENSGGOG00000004269 ENSPPYG00000004212 ENSMMUG00000010202
ENSG00000162851 ENSPTRG00000002188 ENSGGOG00000001095 ENSPPYG00000000046 ENSMMUG00000022915
ENSG00000185640 ENSPTRG00000004993 ENSGGOG00000023133 ENSPPYG00000004560 ENSMMUG00000031914
ENSG00000125166 ENSPTRG00000008185 ENSGGOG00000005767 ENSPPYG00000007413 ENSMMUG00000006000
ENSG00000087053 ENSPTRG00000004195 ENSGGOG00000010339 ENSPPYG00000003792 ENSMMUG00000014801
ENSG00000061492 ENSPTRG00000017278 ENSGGOG00000004289 ENSPPYG00000015819 ENSMMUG00000022937
ENSG00000128203 ENSPTRG00000014193 ENSGGOG00000004979 ENSPPYG00000011662 ENSMMUG00000023441
ENSG00000114686 ENSPTRG00000015396 ENSGGOG00000011128 ENSPPYG00000014102 ENSMMUG00000000220
ENSG00000145982 ENSPTRG00000017692 ENSGGOG00000011842 ENSPPYG00000016197 ENSMMUG00000016352
ENSG00000132837 ENSPTRG00000017020 ENSGGOG00000003203 ENSPPYG00000015584 ENSMMUG00000006795
ENSG00000137494 ENSPTRG00000004128 ENSGGOG00000005988 ENSPPYG00000003735 ENSMMUG00000005031
ENSG00000121848 ENSPTRG00000001210 ENSGGOG00000007291 ENSPPYG00000000937 ENSMMUG00000016736
ENSG00000197430 ENSPTRG00000022887 ENSGGOG00000000901 ENSPPYG00000002519 ENSMMUG00000022497
ENSG00000104660 ENSPTRG00000020132 ENSGGOG00000012811 ENSPPYG00000018484 ENSMMUG00000014144
ENSG00000124092 ENSPTRG00000013663 ENSGGOG00000005761 ENSPPYG00000011163 ENSMMUG00000016802
ENSG00000150787 ENSPTRG00000004288 ENSGGOG00000011422 ENSPPYG00000003880 ENSMMUG00000015255
ENSG00000117090 ENSPTRG00000001556 ENSGGOG00000000291 ENSPPYG00000000628 ENSMMUG00000015809
ENSG00000166046 ENSPTRG00000005388 ENSGGOG00000001958 ENSPPYG00000004904 ENSMMUG00000003711
ENSG00000007402 ENSPTRG00000014964 ENSGGOG00000007132 ENSPPYG00000013839 ENSMMUG00000007022
ENSG00000090989 ENSPTRG00000023159 ENSGGOG00000026473 ENSPPYG00000014758 ENSMMUG00000023427
ENSG00000178234 ENSPTRG00000019891 ENSGGOG00000008784 ENSPPYG00000018199 ENSMMUG00000012238
ENSG00000082482 ENSPTRG00000001978 ENSGGOG00000022229 ENSPPYG00000000220 ENSMMUG00000016931
ENSG00000116157 ENSPTRG00000000741 ENSGGOG00000014661 ENSPPYG00000001346 ENSMMUG00000019676
ENSG00000112494 ENSPTRG00000018803 ENSGGOG00000011740 ENSPPYG00000017170 ENSMMUG00000008228
ENSG00000101384 ENSPTRG00000013250 ENSGGOG00000011017 ENSPPYG00000010708 ENSMMUG00000018116
ENSG00000179023 ENSPTRG00000000251 ENSGGOG00000014837 ENSPPYG00000001802 ENSMMUG00000023521
ENSG00000147383 ENSPTRG00000022390 ENSGGOG00000017064 ENSPPYG00000020834 ENSMMUG00000013176
ENSG00000196743 ENSPTRG00000017431 ENSGGOG00000015302 ENSPPYG00000015962 ENSMMUG00000022869
ENSG00000168329 ENSPTRG00000014771 ENSGGOG00000005491 ENSPPYG00000013996 ENSMMUG00000022960
ENSG00000137413 ENSPTRG00000018165 ENSGGOG00000011576 ENSPPYG00000016608 ENSMMUG00000012470
ENSG00000152518 ENSPTRG00000011870 ENSGGOG00000001402 ENSPPYG00000012458 ENSMMUG00000019579
ENSG00000215568 ENSPTRG00000033940 ENSGGOG00000012939 ENSPPYG00000019909 ENSMMUG00000012602
ENSG00000114648 ENSPTRG00000014868 ENSGGOG00000003685 ENSPPYG00000013920 ENSMMUG00000006454
ENSG00000113615 ENSPTRG00000017246 ENSGGOG00000011050 ENSPPYG00000015790 ENSMMUG00000004418
ENSG00000115457 ENSPTRG00000012901 ENSGGOG00000011721 ENSPPYG00000013156 ENSMMUG00000018940
ENSG00000185275 ENSPTRG00000029466 ENSGGOG00000004617 ENSPPYG00000016884 ENSMMUG00000015725
ENSG00000179873 ENSPTRG00000011529 ENSGGOG00000016443 ENSPPYG00000010435 ENSMMUG00000007988
ENSG00000178301 ENSPTRG00000004103 ENSGGOG00000011985 ENSPPYG00000003711 ENSMMUG00000018944
ENSG00000113456 ENSPTRG00000016783 ENSGGOG00000004219 ENSPPYG00000015389 ENSMMUG00000030184
ENSG00000166394 ENSPTRG00000003316 ENSGGOG00000013547 ENSPPYG00000003518 ENSMMUG00000019755
ENSG00000099337 ENSPTRG00000010924 ENSGGOG00000010031 ENSPPYG00000009929 ENSMMUG00000014272
ENSG00000120784 ENSPTRG00000010914 ENSGGOG00000016654 ENSPPYG00000009918 ENSMMUG00000001933
ENSG00000170779 ENSPTRG00000006782 ENSGGOG00000011424 ENSPPYG00000006201 ENSMMUG00000007516
ENSG00000188694 ENSPTRG00000013830 ENSGGOG00000004849 ENSPPYG00000011328 ENSMMUG00000014973
ENSG00000071994 ENSPTRG00000018828 ENSGGOG00000028229 ENSPPYG00000017193 ENSMMUG00000019916
ENSG00000136710 ENSPTRG00000012450 ENSGGOG00000001593 ENSPPYG00000013378 ENSMMUG00000009613
ENSG00000089356 ENSPTRG00000010829 ENSGGOG00000027820 ENSPPYG00000009849 ENSMMUG00000022127
ENSG00000012048 ENSPTRG00000009236 ENSGGOG00000009827 ENSPPYG00000008363 ENSMMUG00000001329
ENSG00000153976 ENSPTRG00000008789 ENSGGOG00000022262 ENSPPYG00000007998 ENSMMUG00000008050
ENSG00000134594 ENSPTRG00000022266 ENSGGOG00000023435 ENSPPYG00000020713 ENSMMUG00000004960
ENSG00000086589 ENSPTRG00000017423 ENSGGOG00000012947 ENSPPYG00000015955 ENSMMUG00000020683
ENSG00000135052 ENSPTRG00000021072 ENSGGOG00000012485 ENSPPYG00000019337 ENSMMUG00000001900
ENSG00000166888 ENSPTRG00000005121 ENSGGOG00000001424 ENSPPYG00000004680 ENSMMUG00000017527
ENSG00000198431 ENSPTRG00000005378 ENSGGOG00000012754 ENSPPYG00000004893 ENSMMUG00000012091
ENSG00000169220 ENSPTRG00000017581 ENSGGOG00000009632 ENSPPYG00000016088 ENSMMUG00000019807
ENSG00000139436 ENSPTRG00000005433 ENSGGOG00000009470 ENSPPYG00000004941 ENSMMUG00000010484
ENSG00000115590 ENSPTRG00000012297 ENSGGOG00000011488 ENSPPYG00000012108 ENSMMUG00000020739
ENSG00000143207 ENSPTRG00000001711 ENSGGOG00000013437 ENSPPYG00000000480 ENSMMUG00000002072
ENSG00000175985 ENSPTRG00000006485 ENSGGOG00000011425 ENSPPYG00000005941 ENSMMUG00000003240
ENSG00000141497 ENSPTRG00000008604 ENSGGOG00000005478 ENSPPYG00000007840 ENSMMUG00000004890
ENSG00000071203 ENSPTRG00000003716 ENSGGOG00000004899 ENSPPYG00000003211 ENSMMUG00000011163
ENSG00000174456 ENSPTRG00000005435 ENSGGOG00000025942 ENSPPYG00000004943 ENSMMUG00000020826
ENSG00000049192 ENSPTRG00000016927 ENSGGOG00000016127 ENSPPYG00000015507 ENSMMUG00000018100
ENSG00000132846 ENSPTRG00000017009 ENSGGOG00000002896 ENSPPYG00000015575 ENSMMUG00000021357
ENSG00000099866 ENSPTRG00000010151 ENSGGOG00000003248 ENSPPYG00000009275 ENSMMUG00000008589
ENSG00000196468 ENSPTRG00000022533 ENSGGOG00000002237 ENSPPYG00000020490 ENSMMUG00000011744
ENSG00000182831 ENSPTRG00000007751 ENSGGOG00000010744 ENSPPYG00000007088 ENSMMUG00000001944
ENSG00000181074 ENSPTRG00000003261 ENSGGOG00000027941 ENSPPYG00000003560 ENSMMUG00000000450
ENSG00000006118 ENSPTRG00000003726 ENSGGOG00000008661 ENSPPYG00000003200 ENSMMUG00000014533
ENSG00000149657 ENSPTRG00000013696 ENSGGOG00000005630 ENSPPYG00000011194 ENSMMUG00000014084
ENSG00000127804 ENSPTRG00000008550 ENSGGOG00000009735 ENSPPYG00000007795 ENSMMUG00000022007
ENSG00000132718 ENSPTRG00000001436 ENSGGOG00000010111 ENSPPYG00000000738 ENSMMUG00000021312
ENSG00000106635 ENSPTRG00000019272 ENSGGOG00000009070 ENSPPYG00000025819 ENSMMUG00000023063
ENSG00000197563 ENSPTRG00000010072 ENSGGOG00000005051 ENSPPYG00000009203 ENSMMUG00000002204
ENSG00000157227 ENSPTRG00000006148 ENSGGOG00000001650 ENSPPYG00000005646 ENSMMUG00000013665
ENSG00000151704 ENSPTRG00000004468 ENSGGOG00000004897 ENSPPYG00000004053 ENSMMUG00000003144
ENSG00000188766 ENSPTRG00000010928 ENSGGOG00000004469 ENSPPYG00000009933 ENSMMUG00000022975
ENSG00000171951 ENSPTRG00000012978 ENSGGOG00000026192 ENSPPYG00000013225 ENSMMUG00000018918
ENSG00000132518 ENSPTRG00000008720 ENSGGOG00000014330 ENSPPYG00000007945 ENSMMUG00000017723
ENSG00000102452 ENSPTRG00000006005 ENSGGOG00000007476 ENSPPYG00000005476 ENSMMUG00000015856
ENSG00000167325 ENSPTRG00000003207 ENSGGOG00000014160 ENSPPYG00000003625 ENSMMUG00000003962
ENSG00000003989 ENSPTRG00000020021 ENSGGOG00000014449 ENSPPYG00000018389 ENSMMUG00000022303
ENSG00000119614 ENSPTRG00000006532 ENSGGOG00000002583 ENSPPYG00000005982 ENSMMUG00000029272
ENSG00000134222 ENSPTRG00000001045 ENSGGOG00000005267 ENSPPYG00000001078 ENSMMUG00000015380
ENSG00000144120 ENSPTRG00000012405 ENSGGOG00000015495 ENSPPYG00000013366 ENSMMUG00000006446
ENSG00000162641 ENSPTRG00000001036 ENSGGOG00000014989 ENSPPYG00000001089 ENSMMUG00000010159
ENSG00000121073 ENSPTRG00000009381 ENSGGOG00000004776 ENSPPYG00000008924 ENSMMUG00000008870
ENSG00000185414 ENSPTRG00000012275 ENSGGOG00000011677 ENSPPYG00000019961 ENSMMUG00000000571
ENSG00000139826 ENSPTRG00000006026 ENSGGOG00000024366 ENSPPYG00000005493 ENSMMUG00000008039
ENSG00000087586 ENSPTRG00000013646 ENSGGOG00000007197 ENSPPYG00000011148 ENSMMUG00000000070
ENSG00000166930 ENSPTRG00000003714 ENSGGOG00000008241 ENSPPYG00000003213 ENSMMUG00000004822
ENSG00000026103 ENSPTRG00000002730 ENSGGOG00000025975 ENSPPYG00000002460 ENSMMUG00000011186
ENSG00000137880 ENSPTRG00000006928 ENSGGOG00000000050 ENSPPYG00000006359 ENSMMUG00000013159
ENSG00000141141 ENSPTRG00000009058 ENSGGOG00000028224 ENSPPYG00000008221 ENSMMUG00000002980
ENSG00000008130 ENSPTRG00000000038 ENSGGOG00000000307 ENSPPYG00000001994 ENSMMUG00000010879
ENSG00000170948 ENSPTRG00000010433 ENSGGOG00000008272 ENSPPYG00000009514 ENSMMUG00000019965
ENSG00000168412 ENSPTRG00000016664 ENSGGOG00000011683 ENSPPYG00000015258 ENSMMUG00000018050
ENSG00000152779 ENSPTRG00000002737 ENSGGOG00000003986 ENSPPYG00000002468 ENSMMUG00000017535
ENSG00000122678 ENSPTRG00000019136 ENSGGOG00000004529 ENSPPYG00000017598 ENSMMUG00000002421
ENSG00000023516 ENSPTRG00000005824 ENSGGOG00000013285 ENSPPYG00000005319 ENSMMUG00000023083
ENSG00000017260 ENSPTRG00000015390 ENSGGOG00000002535 ENSPPYG00000014097 ENSMMUG00000005137
ENSG00000144681 ENSPTRG00000014737 ENSGGOG00000013526 ENSPPYG00000014026 ENSMMUG00000009614
ENSG00000160117 ENSPTRG00000010665 ENSGGOG00000005788 ENSPPYG00000009706 ENSMMUG00000016228
ENSG00000204613 ENSPTRG00000017919 ENSGGOG00000016366 ENSPPYG00000017201 ENSMMUG00000012129
ENSG00000169006 ENSPTRG00000011664 ENSGGOG00000023490 ENSPPYG00000012644 ENSMMUG00000020250
ENSG00000160218 ENSPTRG00000013968 ENSGGOG00000010716 ENSPPYG00000011477 ENSMMUG00000005269
ENSG00000146674 ENSPTRG00000019166 ENSGGOG00000001558 ENSPPYG00000017576 ENSMMUG00000013764
ENSG00000105649 ENSPTRG00000010697 ENSGGOG00000008890 ENSPPYG00000009733 ENSMMUG00000005027
ENSG00000173442 ENSPTRG00000003883 ENSGGOG00000011754 ENSPPYG00000003060 ENSMMUG00000014169
ENSG00000020633 ENSPTRG00000000351 ENSGGOG00000004848 ENSPPYG00000001714 ENSMMUG00000002420
ENSG00000166206 ENSPTRG00000006831 ENSGGOG00000011207 ENSPPYG00000006275 ENSMMUG00000004314
ENSG00000110651 ENSPTRG00000003177 ENSGGOG00000007579 ENSPPYG00000002929 ENSMMUG00000002043
ENSG00000178719 ENSPTRG00000020674 ENSGGOG00000001254 ENSPPYG00000018956 ENSMMUG00000000451
ENSG00000149609 ENSPTRG00000013403 ENSGGOG00000023609 ENSPPYG00000010927 ENSMMUG00000023548
ENSG00000172493 ENSPTRG00000016255 ENSGGOG00000008497 ENSPPYG00000014910 ENSMMUG00000014076
ENSG00000165917 ENSPTRG00000003567 ENSGGOG00000007325 ENSPPYG00000003303 ENSMMUG00000009498
ENSG00000173567 ENSPTRG00000011734 ENSGGOG00000011154 ENSPPYG00000012581 ENSMMUG00000004383
ENSG00000118407 ENSPTRG00000018356 ENSGGOG00000017170 ENSPPYG00000016783 ENSMMUG00000019275
ENSG00000143324 ENSPTRG00000001743 ENSGGOG00000027512 ENSPPYG00000000449 ENSMMUG00000012848
ENSG00000185189 ENSPTRG00000020671 ENSGGOG00000004652 ENSPPYG00000018952 ENSMMUG00000028891
ENSG00000078549 ENSPTRG00000019049 ENSGGOG00000015863 ENSPPYG00000017667 ENSMMUG00000005299
ENSG00000124104 ENSPTRG00000013566 ENSGGOG00000003054 ENSPPYG00000011073 ENSMMUG00000023515
ENSG00000143776 ENSPTRG00000002054 ENSGGOG00000009605 ENSPPYG00000000158 ENSMMUG00000008638
ENSG00000132334 ENSPTRG00000003054 ENSGGOG00000004177 ENSPPYG00000002762 ENSMMUG00000005383
ENSG00000196365 ENSPTRG00000010339 ENSGGOG00000015370 ENSPPYG00000009432 ENSMMUG00000020707
ENSG00000143590 ENSPTRG00000001406 ENSGGOG00000013918 ENSPPYG00000000760 ENSMMUG00000018934
ENSG00000141959 ENSPTRG00000022972 ENSGGOG00000005687 ENSPPYG00000011483 ENSMMUG00000004173
ENSG00000148481 ENSPTRG00000002322 ENSGGOG00000010902 ENSPPYG00000002117 ENSMMUG00000023766
ENSG00000172572 ENSPTRG00000004748 ENSGGOG00000013706 ENSPPYG00000004346 ENSMMUG00000008269
ENSG00000112335 ENSPTRG00000018473 ENSGGOG00000011895 ENSPPYG00000016894 ENSMMUG00000020366
ENSG00000171475 ENSPTRG00000009117 ENSGGOG00000004268 ENSPPYG00000008465 ENSMMUG00000004750
ENSG00000124772 ENSPTRG00000018110 ENSGGOG00000005763 ENSPPYG00000016553 ENSMMUG00000005854
ENSG00000162385 ENSPTRG00000000753 ENSGGOG00000007594 ENSPPYG00000001335 ENSMMUG00000007611
ENSG00000166225 ENSPTRG00000005207 ENSGGOG00000005279 ENSPPYG00000004759 ENSMMUG00000010819
ENSG00000105289 ENSPTRG00000010274 ENSGGOG00000004626 ENSPPYG00000009384 ENSMMUG00000028930
ENSG00000162836 ENSPTRG00000001223 ENSGGOG00000003144 ENSPPYG00000000948 ENSMMUG00000013561
ENSG00000071127 ENSPTRG00000015916 ENSGGOG00000015364 ENSPPYG00000014606 ENSMMUG00000000960
ENSG00000065809 ENSPTRG00000002309 ENSGGOG00000027481 ENSPPYG00000002103 ENSMMUG00000017169
ENSG00000185689 ENSPTRG00000017686 ENSGGOG00000023940 ENSPPYG00000016189 ENSMMUG00000014020
ENSG00000109272 ENSPTRG00000016156 ENSGGOG00000022342 ENSPPYG00000014828 ENSMMUG00000001295
ENSG00000169126 ENSPTRG00000002386 ENSGGOG00000014550 ENSPPYG00000002174 ENSMMUG00000020661
ENSG00000171388 ENSPTRG00000022258 ENSGGOG00000010330 ENSPPYG00000020705 ENSMMUG00000002548
ENSG00000114948 ENSPTRG00000012846 ENSGGOG00000012509 ENSPPYG00000013110 ENSMMUG00000011641
ENSG00000110801 ENSPTRG00000005569 ENSGGOG00000006861 ENSPPYG00000005058 ENSMMUG00000016453
ENSG00000131788 ENSPTRG00000001206 ENSGGOG00000007266 ENSPPYG00000000934 ENSMMUG00000016733
ENSG00000001461 ENSPTRG00000000346 ENSGGOG00000014858 ENSPPYG00000001719 ENSMMUG00000004466
ENSG00000149480 ENSPTRG00000003771 ENSGGOG00000013570 ENSPPYG00000003161 ENSMMUG00000018110
ENSG00000142149 ENSPTRG00000013849 ENSGGOG00000016651 ENSPPYG00000011356 ENSMMUG00000012917
ENSG00000243156 ENSPTRG00000014044 ENSGGOG00000013726 ENSPPYG00000011565 ENSMMUG00000020802
ENSG00000147894 ENSPTRG00000020839 ENSGGOG00000006338 ENSPPYG00000019154 ENSMMUG00000016508
ENSG00000143970 ENSPTRG00000011726 ENSGGOG00000011013 ENSPPYG00000012589 ENSMMUG00000001377
ENSG00000008441 ENSPTRG00000010555 ENSGGOG00000001831 ENSPPYG00000009620 ENSMMUG00000019292
ENSG00000143569 ENSPTRG00000001379 ENSGGOG00000016753 ENSPPYG00000000784 ENSMMUG00000010810
ENSG00000131068 ENSPTRG00000013350 ENSGGOG00000005297 ENSPPYG00000010880 ENSMMUG00000008798
ENSG00000176055 ENSPTRG00000017067 ENSGGOG00000002845 ENSPPYG00000015623 ENSMMUG00000018971
ENSG00000165802 ENSPTRG00000023105 ENSGGOG00000022021 ENSPPYG00000019831 ENSMMUG00000019605
ENSG00000136243 ENSPTRG00000018983 ENSGGOG00000001038 ENSPPYG00000017733 ENSMMUG00000001560
ENSG00000184371 ENSPTRG00000001066 ENSGGOG00000016212 ENSPPYG00000001059 ENSMMUG00000002680
ENSG00000133226 ENSPTRG00000000349 ENSGGOG00000005209 ENSPPYG00000001716 ENSMMUG00000006645
ENSG00000134240 ENSPTRG00000001179 ENSGGOG00000010293 ENSPPYG00000000961 ENSMMUG00000023097
ENSG00000134905 ENSPTRG00000006035 ENSGGOG00000011255 ENSPPYG00000005504 ENSMMUG00000012666
ENSG00000165695 ENSPTRG00000021502 ENSGGOG00000002135 ENSPPYG00000019715 ENSMMUG00000009916
ENSG00000101197 ENSPTRG00000013731 ENSGGOG00000008343 ENSPPYG00000011227 ENSMMUG00000009229
ENSG00000172053 ENSPTRG00000014910 ENSGGOG00000014882 ENSPPYG00000013882 ENSMMUG00000002943
ENSG00000134900 ENSPTRG00000006009 ENSGGOG00000002313 ENSPPYG00000005478 ENSMMUG00000007247
ENSG00000140092 ENSPTRG00000006643 ENSGGOG00000004374 ENSPPYG00000006071 ENSMMUG00000008447
ENSG00000205436 ENSPTRG00000030661 ENSGGOG00000016704 ENSPPYG00000006165 ENSMMUG00000029186
ENSG00000212123 ENSPTRG00000032573 ENSGGOG00000005789 ENSPPYG00000009434 ENSMMUG00000020709
ENSG00000167711 ENSPTRG00000008536 ENSGGOG00000026220 ENSPPYG00000007781 ENSMMUG00000002382
ENSG00000165474 ENSPTRG00000031248 ENSGGOG00000016693 ENSPPYG00000005190 ENSMMUG00000010522
ENSG00000108861 ENSPTRG00000009250 ENSGGOG00000023681 ENSPPYG00000008353 ENSMMUG00000002351
ENSG00000151366 ENSPTRG00000004111 ENSGGOG00000005177 ENSPPYG00000003718 ENSMMUG00000017471
ENSG00000138031 ENSPTRG00000011718 ENSGGOG00000004078 ENSPPYG00000012595 ENSMMUG00000009600
ENSG00000138375 ENSPTRG00000012898 ENSGGOG00000014815 ENSPPYG00000013155 ENSMMUG00000019539
ENSG00000167740 ENSPTRG00000008585 ENSGGOG00000002027 ENSPPYG00000007829 ENSMMUG00000019183
ENSG00000095203 ENSPTRG00000021239 ENSGGOG00000004192 ENSPPYG00000019487 ENSMMUG00000017515
ENSG00000134571 ENSPTRG00000003562 ENSGGOG00000006471 ENSPPYG00000003307 ENSMMUG00000015604
ENSG00000162961 ENSPTRG00000011811 ENSGGOG00000013237 ENSPPYG00000012510 ENSMMUG00000014481
ENSG00000179133 ENSPTRG00000002360 ENSGGOG00000000660 ENSPPYG00000002152 ENSMMUG00000019011
ENSG00000166257 ENSPTRG00000004408 ENSGGOG00000007685 ENSPPYG00000004127 ENSMMUG00000000343
ENSG00000156253 ENSPTRG00000013820 ENSGGOG00000007527 ENSPPYG00000011316 ENSMMUG00000030454
ENSG00000243279 ENSPTRG00000021881 ENSGGOG00000000588 ENSPPYG00000020332 ENSMMUG00000010618
ENSG00000151929 ENSPTRG00000002998 ENSGGOG00000011503 ENSPPYG00000002705 ENSMMUG00000000798
ENSG00000116604 ENSPTRG00000001460 ENSGGOG00000008534 ENSPPYG00000000716 ENSMMUG00000016696
ENSG00000036530 ENSPTRG00000006713 ENSGGOG00000004816 ENSPPYG00000006136 ENSMMUG00000000100
ENSG00000128567 ENSPTRG00000019705 ENSGGOG00000000858 ENSPPYG00000018011 ENSMMUG00000018260
ENSG00000196535 ENSPTRG00000023928 ENSGGOG00000012380 ENSPPYG00000008119 ENSMMUG00000009938
ENSG00000122390 ENSPTRG00000007700 ENSGGOG00000022835 ENSPPYG00000007046 ENSMMUG00000018711
ENSG00000196139 ENSPTRG00000032653 ENSGGOG00000002965 ENSPPYG00000002053 ENSMMUG00000023280
ENSG00000163932 ENSPTRG00000015023 ENSGGOG00000003207 ENSPPYG00000013789 ENSMMUG00000007230
ENSG00000163281 ENSPTRG00000016023 ENSGGOG00000015835 ENSPPYG00000014703 ENSMMUG00000009273
ENSG00000165816 ENSPTRG00000002959 ENSGGOG00000002888 ENSPPYG00000002672 ENSMMUG00000022521
ENSG00000140538 ENSPTRG00000007418 ENSGGOG00000010222 ENSPPYG00000006749 ENSMMUG00000001386
ENSG00000109534 ENSPTRG00000016364 ENSGGOG00000008681 ENSPPYG00000014996 ENSMMUG00000021225
ENSG00000213171 ENSPTRG00000001298 ENSGGOG00000004487 ENSPPYG00000000854 ENSMMUG00000012137
ENSG00000156642 ENSPTRG00000007260 ENSGGOG00000000742 ENSPPYG00000006625 ENSMMUG00000009869
ENSG00000135436 ENSPTRG00000004911 ENSGGOG00000001570 ENSPPYG00000004491 ENSMMUG00000022493
ENSG00000139835 ENSPTRG00000006056 ENSGGOG00000003049 ENSPPYG00000005525 ENSMMUG00000009791
ENSG00000055147 ENSPTRG00000017442 ENSGGOG00000007198 ENSPPYG00000015971 ENSMMUG00000011988
ENSG00000167986 ENSPTRG00000003737 ENSGGOG00000004052 ENSPPYG00000003193 ENSMMUG00000002691
ENSG00000171612 ENSPTRG00000000115 ENSGGOG00000006766 ENSPPYG00000001912 ENSMMUG00000001958
ENSG00000101019 ENSPTRG00000013438 ENSGGOG00000012109 ENSPPYG00000010951 ENSMMUG00000010403
ENSG00000163206 ENSPTRG00000001334 ENSGGOG00000002808 ENSPPYG00000000829 ENSMMUG00000017740
ENSG00000112697 ENSPTRG00000018355 ENSGGOG00000003491 ENSPPYG00000016782 ENSMMUG00000019273
ENSG00000157741 ENSPTRG00000019753 ENSGGOG00000004517 ENSPPYG00000018046 ENSMMUG00000002277
ENSG00000197948 ENSPTRG00000023689 ENSGGOG00000016391 ENSPPYG00000015891 ENSMMUG00000012593
