Human Chimpanzee Gorilla Orangutan Macaque Mouse Opossum Platypus Chicken
ENSG00000011465 ENSPTRG00000005290 ENSGGOG00000003795 ENSPPYG00000004826 ENSMMUG00000016997 ENSMUSG00000019929 ENSMODG00000009654 ENSOANG00000006630 ENSGALG00000011274
ENSG00000039139 ENSPTRG00000016734 ENSGGOG00000007206 ENSPPYG00000015349 ENSMMUG00000011026 ENSMUSG00000022262 ENSMODG00000002817 ENSOANG00000011603 ENSGALG00000012997
ENSG00000175727 ENSPTRG00000005573 ENSGGOG00000022345 ENSPPYG00000005061 ENSMMUG00000012652 ENSMUSG00000038342 ENSMODG00000012174 ENSOANG00000006211 ENSGALG00000004397
ENSG00000065485 ENSPTRG00000015302 ENSGGOG00000006726 ENSPPYG00000013475 ENSMMUG00000007696 ENSMUSG00000022844 ENSMODG00000018328 ENSOANG00000003481 ENSGALG00000011689
ENSG00000120616 ENSPTRG00000002410 ENSGGOG00000008088 ENSPPYG00000002193 ENSMMUG00000012451 ENSMUSG00000024240 ENSMODG00000007604 ENSOANG00000006058 ENSGALG00000007169
ENSG00000006451 ENSPTRG00000019108 ENSGGOG00000002908 ENSPPYG00000017619 ENSMMUG00000016059 ENSMUSG00000008859 ENSMODG00000012643 ENSOANG00000009445 ENSGALG00000012310
ENSG00000100410 ENSPTRG00000014427 ENSGGOG00000001104 ENSPPYG00000011870 ENSMMUG00000011354 ENSMUSG00000061360 ENSMODG00000016556 ENSOANG00000000616 ENSGALG00000011953
ENSG00000132604 ENSPTRG00000008281 ENSGGOG00000004372 ENSPPYG00000007505 ENSMMUG00000016633 ENSMUSG00000031921 ENSMODG00000002766 ENSOANG00000002365 ENSGALG00000000657
ENSG00000023909 ENSPTRG00000000973 ENSGGOG00000016426 ENSPPYG00000001143 ENSMMUG00000013857 ENSMUSG00000028124 ENSMODG00000004740 ENSOANG00000005984 ENSGALG00000005782
ENSG00000139263 ENSPTRG00000005159 ENSGGOG00000016188 ENSPPYG00000004714 ENSMMUG00000004233 ENSMUSG00000020105 ENSMODG00000004837 ENSOANG00000007758 ENSGALG00000009755
ENSG00000174606 ENSPTRG00000001970 ENSGGOG00000009560 ENSPPYG00000000227 ENSMMUG00000011735 ENSMUSG00000026634 ENSMODG00000003145 ENSOANG00000008513 ENSGALG00000009802
ENSG00000172005 ENSPTRG00000012208 ENSGGOG00000006270 ENSPPYG00000012050 ENSMMUG00000001936 ENSMUSG00000027375 ENSMODG00000007227 ENSOANG00000012053 ENSGALG00000008552
ENSG00000164715 ENSPTRG00000019433 ENSGGOG00000003052 ENSPPYG00000017360 ENSMMUG00000015477 ENSMUSG00000038970 ENSMODG00000008276 ENSOANG00000001939 ENSGALG00000003479
ENSG00000114126 ENSPTRG00000015479 ENSGGOG00000007878 ENSPPYG00000014170 ENSMMUG00000011134 ENSMUSG00000032411 ENSMODG00000021234 ENSOANG00000000434 ENSGALG00000002753
ENSG00000085832 ENSPTRG00000000729 ENSGGOG00000006160 ENSPPYG00000001359 ENSMMUG00000012055 ENSMUSG00000028552 ENSMODG00000001043 ENSOANG00000012571 ENSGALG00000010543
ENSG00000164941 ENSPTRG00000020432 ENSGGOG00000005424 ENSPPYG00000018756 ENSMMUG00000005356 ENSMUSG00000040738 ENSMODG00000007099 ENSOANG00000002217 ENSGALG00000015984
ENSG00000157554 ENSPTRG00000013907 ENSGGOG00000011391 ENSPPYG00000011419 ENSMMUG00000010296 ENSMUSG00000040732 ENSMODG00000020980 ENSOANG00000006418 ENSGALG00000016058
ENSG00000125485 ENSPTRG00000021500 ENSGGOG00000008314 ENSPPYG00000019713 ENSMMUG00000004590 ENSMUSG00000026806 ENSMODG00000012555 ENSOANG00000005047 ENSGALG00000003534
ENSG00000120798 ENSPTRG00000005307 ENSGGOG00000012884 ENSPPYG00000004840 ENSMMUG00000018898 ENSMUSG00000005897 ENSMODG00000008267 ENSOANG00000006617 ENSGALG00000011327
ENSG00000162889 ENSPTRG00000001915 ENSGGOG00000010658 ENSPPYG00000000283 ENSMMUG00000023567 ENSMUSG00000016528 ENSMODG00000002087 ENSOANG00000007737 ENSGALG00000000883
ENSG00000104537 ENSPTRG00000023152 ENSGGOG00000008148 ENSPPYG00000018859 ENSMMUG00000018008 ENSMUSG00000055114 ENSMODG00000001929 ENSOANG00000014084 ENSGALG00000016360
ENSG00000186298 ENSPTRG00000005448 ENSGGOG00000011663 ENSPPYG00000004955 ENSMMUG00000013664 ENSMUSG00000004455 ENSMODG00000011524 ENSOANG00000004790 ENSGALG00000004571
ENSG00000100523 ENSPTRG00000006357 ENSGGOG00000012099 ENSPPYG00000005825 ENSMMUG00000014197 ENSMUSG00000037697 ENSMODG00000013016 ENSOANG00000011013 ENSGALG00000012426
ENSG00000143183 ENSPTRG00000001618 ENSGGOG00000016724 ENSPPYG00000000565 ENSMMUG00000005585 ENSMUSG00000052428 ENSMODG00000001335 ENSOANG00000005489 ENSGALG00000002716
ENSG00000134461 ENSPTRG00000002260 ENSGGOG00000013319 ENSPPYG00000002063 ENSMMUG00000015141 ENSMUSG00000047909 ENSMODG00000018509 ENSOANG00000015460 ENSGALG00000008168
ENSG00000176040 ENSPTRG00000015212 ENSGGOG00000003569 ENSPPYG00000013553 ENSMMUG00000016068 ENSMUSG00000033177 ENSMODG00000018097 ENSOANG00000008997 ENSGALG00000015389
ENSG00000114854 ENSPTRG00000015000 ENSGGOG00000015926 ENSPPYG00000013806 ENSMMUG00000005618 ENSMUSG00000021909 ENSMODG00000011449 ENSOANG00000001503 ENSGALG00000001459
ENSG00000178585 ENSPTRG00000000122 ENSGGOG00000012419 ENSPPYG00000001907 ENSMMUG00000014969 ENSMUSG00000028988 ENSMODG00000002885 ENSOANG00000013680 ENSGALG00000002609
ENSG00000196878 ENSPTRG00000023820 ENSGGOG00000008432 ENSPPYG00000000258 ENSMMUG00000016925 ENSMUSG00000026639 ENSMODG00000002485 ENSOANG00000013763 ENSGALG00000001343
ENSG00000171587 ENSPTRG00000013922 ENSGGOG00000014691 ENSPPYG00000011432 ENSMMUG00000005174 ENSMUSG00000050272 ENSMODG00000020965 ENSOANG00000006430 ENSGALG00000016138
ENSG00000081138 ENSPTRG00000010094 ENSGGOG00000011180 ENSPPYG00000009226 ENSMMUG00000000576 ENSMUSG00000026312 ENSMODG00000021410 ENSOANG00000010986 ENSGALG00000013782
ENSG00000177733 ENSPTRG00000017273 ENSGGOG00000023303 ENSPPYG00000015814 ENSMMUG00000011929 ENSMUSG00000007836 ENSMODG00000014720 ENSOANG00000012169 ENSGALG00000006160
ENSG00000162772 ENSPTRG00000001962 ENSGGOG00000014206 ENSPPYG00000000235 ENSMMUG00000012185 ENSMUSG00000026628 ENSMODG00000003042 ENSOANG00000008502 ENSGALG00000009818
ENSG00000144674 ENSPTRG00000014746 ENSGGOG00000023859 ENSPPYG00000014019 ENSMMUG00000021918 ENSMUSG00000038708 ENSMODG00000013315 ENSOANG00000011604 ENSGALG00000012258
ENSG00000180914 ENSPTRG00000014582 ENSGGOG00000011995 ENSPPYG00000013689 ENSMMUG00000009703 ENSMUSG00000049112 ENSMODG00000004673 ENSOANG00000007720 ENSGALG00000003138
ENSG00000141141 ENSPTRG00000009058 ENSGGOG00000028224 ENSPPYG00000008221 ENSMMUG00000002980 ENSMUSG00000020677 ENSMODG00000002493 ENSOANG00000007133 ENSGALG00000005489
ENSG00000179008 ENSPTRG00000006408 ENSGGOG00000010643 ENSPPYG00000005872 ENSMMUG00000002828 ENSMUSG00000021098 ENSMODG00000025739 ENSOANG00000011859 ENSGALG00000020358
ENSG00000161594 ENSPTRG00000009182 ENSGGOG00000010132 ENSPPYG00000008406 ENSMMUG00000005961 ENSMUSG00000001558 ENSMODG00000014695 ENSOANG00000012657 ENSGALG00000003624
ENSG00000075975 ENSPTRG00000014634 ENSGGOG00000000429 ENSPPYG00000013387 ENSMMUG00000009536 ENSMUSG00000000439 ENSMODG00000006280 ENSOANG00000014946 ENSGALG00000004991
ENSG00000088766 ENSPTRG00000013234 ENSGGOG00000013808 ENSPPYG00000010693 ENSMMUG00000013744 ENSMUSG00000027357 ENSMODG00000003883 ENSOANG00000008408 ENSGALG00000009214
ENSG00000120915 ENSPTRG00000020106 ENSGGOG00000016993 ENSPPYG00000018465 ENSMMUG00000021515 ENSMUSG00000022040 ENSMODG00000015948 ENSOANG00000010887 ENSGALG00000016567
ENSG00000056558 ENSPTRG00000021307 ENSGGOG00000002284 ENSPPYG00000019557 ENSMMUG00000020123 ENSMUSG00000026875 ENSMODG00000019639 ENSOANG00000001104 ENSGALG00000001583
ENSG00000146576 ENSPTRG00000018917 ENSGGOG00000026416 ENSPPYG00000017353 ENSMMUG00000015546 ENSMUSG00000039244 ENSMODG00000016277 ENSOANG00000006526 ENSGALG00000007591
ENSG00000104205 ENSPTRG00000020312 ENSGGOG00000016867 ENSPPYG00000018644 ENSMMUG00000021153 ENSMUSG00000025915 ENSMODG00000007920 ENSOANG00000002312 ENSGALG00000015525
ENSG00000079156 ENSPTRG00000012687 ENSGGOG00000008266 ENSPPYG00000012975 ENSMMUG00000002183 ENSMUSG00000042359 ENSMODG00000009796 ENSOANG00000008628 ENSGALG00000009172
ENSG00000143033 ENSPTRG00000000965 ENSGGOG00000001308 ENSPPYG00000001150 ENSMMUG00000016808 ENSMUSG00000029267 ENSMODG00000004971 ENSOANG00000008849 ENSGALG00000005911
ENSG00000185198 ENSPTRG00000010162 ENSGGOG00000015928 ENSPPYG00000009286 ENSMMUG00000021555 ENSMUSG00000020323 ENSMODG00000006426 ENSOANG00000013214 ENSGALG00000001842
ENSG00000140950 ENSPTRG00000008418 ENSGGOG00000000868 ENSPPYG00000007606 ENSMMUG00000018961 ENSMUSG00000034105 ENSMODG00000004773 ENSOANG00000011342 ENSGALG00000005596
ENSG00000103723 ENSPTRG00000007381 ENSGGOG00000006777 ENSPPYG00000006890 ENSMMUG00000000617 ENSMUSG00000062444 ENSMODG00000001982 ENSOANG00000013362 ENSGALG00000002136
ENSG00000118514 ENSPTRG00000018629 ENSGGOG00000015693 ENSPPYG00000017026 ENSMMUG00000029428 ENSMUSG00000037542 ENSMODG00000017504 ENSOANG00000002682 ENSGALG00000013969
ENSG00000136541 ENSPTRG00000012551 ENSGGOG00000009944 ENSPPYG00000012862 ENSMMUG00000003345 ENSMUSG00000026830 ENSMODG00000004378 ENSOANG00000006128 ENSGALG00000020575
ENSG00000167315 ENSPTRG00000010016 ENSGGOG00000012552 ENSPPYG00000009154 ENSMMUG00000003040 ENSMUSG00000036880 ENSMODG00000003595 ENSOANG00000002559 ENSGALG00000002777
ENSG00000102445 ENSPTRG00000005855 ENSGGOG00000010430 ENSPPYG00000005348 ENSMMUG00000009862 ENSMUSG00000034959 ENSMODG00000011358 ENSOANG00000015572 ENSGALG00000016988
ENSG00000143248 ENSPTRG00000001609 ENSGGOG00000013984 ENSPPYG00000000575 ENSMMUG00000005186 ENSMUSG00000026678 ENSMODG00000001208 ENSOANG00000004673 ENSGALG00000021137
ENSG00000171241 ENSPTRG00000008078 ENSGGOG00000010926 ENSPPYG00000007733 ENSMMUG00000012376 ENSMUSG00000022322 ENSMODG00000012749 ENSOANG00000005202 ENSGALG00000004444
ENSG00000172071 ENSPTRG00000012173 ENSGGOG00000011773 ENSPPYG00000012200 ENSMMUG00000009254 ENSMUSG00000031668 ENSMODG00000009643 ENSOANG00000010350 ENSGALG00000015958
ENSG00000186532 ENSPTRG00000008538 ENSGGOG00000000244 ENSPPYG00000007784 ENSMMUG00000022195 ENSMUSG00000018809 ENSMODG00000010537 ENSOANG00000010879 ENSGALG00000003031
ENSG00000111231 ENSPTRG00000005440 ENSGGOG00000001697 ENSPPYG00000004948 ENSMMUG00000006494 ENSMUSG00000029464 ENSMODG00000011622 ENSOANG00000004785 ENSGALG00000003807
ENSG00000105849 ENSPTRG00000018962 ENSGGOG00000026888 ENSPPYG00000017752 ENSMMUG00000009609 ENSMUSG00000020561 ENSMODG00000001402 ENSOANG00000009616 ENSGALG00000010863
ENSG00000169918 ENSPTRG00000006863 ENSGGOG00000008369 ENSPPYG00000006293 ENSMMUG00000012838 ENSMUSG00000033510 ENSMODG00000011729 ENSOANG00000011103 ENSGALG00000003802
ENSG00000183751 ENSPTRG00000007621 ENSGGOG00000009378 ENSPPYG00000006977 ENSMMUG00000007943 ENSMUSG00000040688 ENSMODG00000016091 ENSOANG00000009819 ENSGALG00000005558
ENSG00000131943 ENSPTRG00000010781 ENSGGOG00000014142 ENSPPYG00000009807 ENSMMUG00000021690 ENSMUSG00000054676 ENSMODG00000012696 ENSOANG00000012325 ENSGALG00000004480
ENSG00000118217 ENSPTRG00000001596 ENSGGOG00000013807 ENSPPYG00000000589 ENSMMUG00000004049 ENSMUSG00000026663 ENSMODG00000000980 ENSOANG00000009735 ENSGALG00000002658
ENSG00000105810 ENSPTRG00000019400 ENSGGOG00000025851 ENSPPYG00000017818 ENSMMUG00000008698 ENSMUSG00000040274 ENSMODG00000010772 ENSOANG00000012122 ENSGALG00000009476
ENSG00000081189 ENSPTRG00000024214 ENSGGOG00000002856 ENSPPYG00000015621 ENSMMUG00000019836 ENSMUSG00000005583 ENSMODG00000020223 ENSOANG00000011076 ENSGALG00000014645
ENSG00000119787 ENSPTRG00000011846 ENSGGOG00000009990 ENSPPYG00000012483 ENSMMUG00000008463 ENSMUSG00000059811 ENSMODG00000008585 ENSOANG00000014845 ENSGALG00000008515
ENSG00000132128 ENSPTRG00000000690 ENSGGOG00000010618 ENSPPYG00000001397 ENSMMUG00000032149 ENSMUSG00000028703 ENSMODG00000002018 ENSOANG00000011130 ENSGALG00000010359
ENSG00000100916 ENSPTRG00000006272 ENSGGOG00000006388 ENSPPYG00000005747 ENSMMUG00000010665 ENSMUSG00000012076 ENSMODG00000012750 ENSOANG00000014063 ENSGALG00000010093
ENSG00000172890 ENSPTRG00000004014 ENSGGOG00000006551 ENSPPYG00000002948 ENSMMUG00000011977 ENSMUSG00000031090 ENSMODG00000007384 ENSOANG00000011297 ENSGALG00000004153
ENSG00000161513 ENSPTRG00000009620 ENSGGOG00000003306 ENSPPYG00000008607 ENSMMUG00000015648 ENSMUSG00000018861 ENSMODG00000006942 ENSOANG00000012587 ENSGALG00000007761
ENSG00000165322 ENSPTRG00000002406 ENSGGOG00000012753 ENSPPYG00000002191 ENSMMUG00000004778 ENSMUSG00000041225 ENSMODG00000007821 ENSOANG00000006052 ENSGALG00000007254
ENSG00000108264 ENSPTRG00000009054 ENSGGOG00000012176 ENSPPYG00000008218 ENSMMUG00000021911 ENSMUSG00000018651 ENSMODG00000002560 ENSOANG00000011505 ENSGALG00000005452
ENSG00000006007 ENSPTRG00000007833 ENSGGOG00000002481 ENSPPYG00000007148 ENSMMUG00000013331 ENSMUSG00000033917 ENSMODG00000006250 ENSOANG00000003218 ENSGALG00000006916
ENSG00000168143 ENSPTRG00000018296 ENSGGOG00000002212 ENSPPYG00000016729 ENSMMUG00000000815 ENSMUSG00000032358 ENSMODG00000018788 ENSOANG00000013832 ENSGALG00000016299
ENSG00000137055 ENSPTRG00000020832 ENSGGOG00000016635 ENSPPYG00000019161 ENSMMUG00000006074 ENSMUSG00000028577 ENSMODG00000004155 ENSOANG00000022515 ENSGALG00000001782
ENSG00000105669 ENSPTRG00000010723 ENSGGOG00000006987 ENSPPYG00000009753 ENSMMUG00000023291 ENSMUSG00000055681 ENSMODG00000003729 ENSOANG00000004571 ENSGALG00000003153
ENSG00000064787 ENSPTRG00000013638 ENSGGOG00000001286 ENSPPYG00000011142 ENSMMUG00000020082 ENSMUSG00000013523 ENSMODG00000025790 ENSOANG00000003140 ENSGALG00000007796
ENSG00000160584 ENSPTRG00000004317 ENSGGOG00000011085 ENSPPYG00000003905 ENSMMUG00000016128 ENSMUSG00000034135 ENSMODG00000013784 ENSOANG00000015712 ENSGALG00000007144
ENSG00000113721 ENSPTRG00000017410 ENSGGOG00000007244 ENSPPYG00000015943 ENSMMUG00000011557 ENSMUSG00000024620 ENSMODG00000009737 ENSOANG00000002294 ENSGALG00000021313
ENSG00000137817 ENSPTRG00000007247 ENSGGOG00000015451 ENSPPYG00000006614 ENSMMUG00000023455 ENSMUSG00000025237 ENSMODG00000001875 ENSOANG00000011312 ENSGALG00000001981
ENSG00000151881 ENSPTRG00000016848 ENSGGOG00000004881 ENSPPYG00000015441 ENSMMUG00000030140 ENSMUSG00000074634 ENSMODG00000025617 ENSOANG00000008910 ENSGALG00000014863
ENSG00000034239 ENSPTRG00000020233 ENSGGOG00000015381 ENSPPYG00000018577 ENSMMUG00000016822 ENSMUSG00000068617 ENSMODG00000010184 ENSOANG00000012123 ENSGALG00000009473
ENSG00000154727 ENSPTRG00000013810 ENSGGOG00000013900 ENSPPYG00000011306 ENSMMUG00000008727 ENSMUSG00000008976 ENSMODG00000021010 ENSOANG00000022349 ENSGALG00000015763
ENSG00000113838 ENSPTRG00000015712 ENSGGOG00000021969 ENSPPYG00000014379 ENSMMUG00000017564 ENSMUSG00000004462 ENSMODG00000013298 ENSOANG00000010811 ENSGALG00000006566
ENSG00000171189 ENSPTRG00000013825 ENSGGOG00000003496 ENSPPYG00000011323 ENSMMUG00000004886 ENSMUSG00000022935 ENSMODG00000020977 ENSOANG00000004652 ENSGALG00000015835
ENSG00000100209 ENSPTRG00000014208 ENSGGOG00000017121 ENSPPYG00000011676 ENSMMUG00000020489 ENSMUSG00000043510 ENSMODG00000008397 ENSOANG00000008819 ENSGALG00000005706
ENSG00000145604 ENSPTRG00000016797 ENSGGOG00000015620 ENSPPYG00000015400 ENSMMUG00000015225 ENSMUSG00000054115 ENSMODG00000020361 ENSOANG00000020700 ENSGALG00000003547
ENSG00000138175 ENSPTRG00000002897 ENSGGOG00000003895 ENSPPYG00000002608 ENSMMUG00000019158 ENSMUSG00000025035 ENSMODG00000011224 ENSOANG00000001653 ENSGALG00000008049
ENSG00000002746 ENSPTRG00000019123 ENSGGOG00000024448 ENSPPYG00000017608 ENSMMUG00000019015 ENSMUSG00000021301 ENSMODG00000002297 ENSOANG00000010691 ENSGALG00000012346
ENSG00000091536 ENSPTRG00000008843 ENSGGOG00000016179 ENSPPYG00000008044 ENSMMUG00000018344 ENSMUSG00000042678 ENSMODG00000014007 ENSOANG00000020015 ENSGALG00000004972
ENSG00000177156 ENSPTRG00000003132 ENSGGOG00000010746 ENSPPYG00000002880 ENSMMUG00000007510 ENSMUSG00000025503 ENSMODG00000019669 ENSOANG00000009138 ENSGALG00000005127
ENSG00000154079 ENSPTRG00000018331 ENSGGOG00000003604 ENSPPYG00000016761 ENSMMUG00000009062 ENSMUSG00000026154 ENSMODG00000018571 ENSOANG00000014939 ENSGALG00000015964
ENSG00000159023 ENSPTRG00000000442 ENSGGOG00000004272 ENSPPYG00000001631 ENSMMUG00000011377 ENSMUSG00000028906 ENSMODG00000011038 ENSOANG00000003830 ENSGALG00000001329
ENSG00000164949 ENSPTRG00000020426 ENSGGOG00000013020 ENSPPYG00000018749 ENSMMUG00000019759 ENSMUSG00000028214 ENSMODG00000007348 ENSOANG00000021218 ENSGALG00000015954
ENSG00000197208 ENSPTRG00000017215 ENSGGOG00000010429 ENSPPYG00000015759 ENSMMUG00000009301 ENSMUSG00000020334 ENSMODG00000013979 ENSOANG00000007236 ENSGALG00000006762
ENSG00000102710 ENSPTRG00000005791 ENSGGOG00000011916 ENSPPYG00000005288 ENSMMUG00000003590 ENSMUSG00000027751 ENSMODG00000010085 ENSOANG00000015502 ENSGALG00000017047
ENSG00000178562 ENSPTRG00000012833 ENSGGOG00000005068 ENSPPYG00000013097 ENSMMUG00000006017 ENSMUSG00000026012 ENSMODG00000016234 ENSOANG00000005207 ENSGALG00000008669
ENSG00000163754 ENSPTRG00000015509 ENSGGOG00000008980 ENSPPYG00000025899 ENSMMUG00000005521 ENSMUSG00000019528 ENSMODG00000021257 ENSOANG00000020607 ENSGALG00000010441
ENSG00000100650 ENSPTRG00000006488 ENSGGOG00000016462 ENSPPYG00000005945 ENSMMUG00000022407 ENSMUSG00000021134 ENSMODG00000011362 ENSOANG00000013336 ENSGALG00000009421
ENSG00000198954 ENSPTRG00000024353 ENSGGOG00000012793 ENSPPYG00000002388 ENSMMUG00000008985 ENSMUSG00000036955 ENSMODG00000010711 ENSOANG00000004778 ENSGALG00000004156
ENSG00000184056 ENSPTRG00000007468 ENSGGOG00000008338 ENSPPYG00000006792 ENSMMUG00000007534 ENSMUSG00000030534 ENSMODG00000019498 ENSOANG00000022093 ENSGALG00000012833
ENSG00000145632 ENSPTRG00000016896 ENSGGOG00000012710 ENSPPYG00000015483 ENSMMUG00000005177 ENSMUSG00000021701 ENSMODG00000019560 ENSOANG00000013641 ENSGALG00000014725
ENSG00000197562 ENSPTRG00000007546 ENSGGOG00000007887 ENSPPYG00000006914 ENSMMUG00000013198 ENSMUSG00000025730 ENSMODG00000016700 ENSOANG00000006224 ENSGALG00000001980
ENSG00000196584 ENSPTRG00000024178 ENSGGOG00000005955 ENSPPYG00000018205 ENSMMUG00000002878 ENSMUSG00000028933 ENSMODG00000004772 ENSOANG00000006159 ENSGALG00000006276
ENSG00000196182 ENSPTRG00000000538 ENSGGOG00000011597 ENSPPYG00000001540 ENSMMUG00000016212 ENSMUSG00000042608 ENSMODG00000017824 ENSOANG00000002067 ENSGALG00000002130
ENSG00000197694 ENSPTRG00000021433 ENSGGOG00000007615 ENSPPYG00000019657 ENSMMUG00000009327 ENSMUSG00000057738 ENSMODG00000006252 ENSOANG00000011986 ENSGALG00000004719
ENSG00000007866 ENSPTRG00000018086 ENSGGOG00000001847 ENSPPYG00000016530 ENSMMUG00000015909 ENSMUSG00000002249 ENSMODG00000013762 ENSOANG00000014121 ENSGALG00000000953
ENSG00000166405 ENSPTRG00000003328 ENSGGOG00000003742 ENSPPYG00000003509 ENSMMUG00000015016 ENSMUSG00000048330 ENSMODG00000007371 ENSOANG00000009944 ENSGALG00000005971
ENSG00000115816 ENSPTRG00000011836 ENSGGOG00000011349 ENSPPYG00000012491 ENSMMUG00000016433 ENSMUSG00000024081 ENSMODG00000023074 ENSOANG00000005120 ENSGALG00000010603
ENSG00000174348 ENSPTRG00000000749 ENSGGOG00000005637 ENSPPYG00000001339 ENSMMUG00000007604 ENSMUSG00000028600 ENSMODG00000000529 ENSOANG00000020376 ENSGALG00000021869
ENSG00000184557 ENSPTRG00000009709 ENSGGOG00000016304 ENSPPYG00000008690 ENSMMUG00000017522 ENSMUSG00000053113 ENSMODG00000001881 ENSOANG00000010894 ENSGALG00000007189
ENSG00000169129 ENSPTRG00000002960 ENSGGOG00000015470 ENSPPYG00000002673 ENSMMUG00000022523 ENSMUSG00000025083 ENSMODG00000009761 ENSOANG00000001560 ENSGALG00000008999
ENSG00000174514 ENSPTRG00000001901 ENSGGOG00000002318 ENSPPYG00000000303 ENSMMUG00000004113 ENSMUSG00000059149 ENSMODG00000001804 ENSOANG00000002146 ENSGALG00000000695
ENSG00000130520 ENSPTRG00000031470 ENSGGOG00000012914 ENSPPYG00000009736 ENSMMUG00000004405 ENSMUSG00000031848 ENSMODG00000015044 ENSOANG00000007434 ENSGALG00000003385
ENSG00000182446 ENSPTRG00000009764 ENSGGOG00000004220 ENSPPYG00000008737 ENSMMUG00000001586 ENSMUSG00000039703 ENSMODG00000002690 ENSOANG00000010555 ENSGALG00000004583
ENSG00000011083 ENSPTRG00000017413 ENSGGOG00000000107 ENSPPYG00000015945 ENSMMUG00000011559 ENSMUSG00000052026 ENSMODG00000009703 ENSOANG00000002296 ENSGALG00000005672
ENSG00000107951 ENSPTRG00000033794 ENSGGOG00000009335 ENSPPYG00000002184 ENSMMUG00000003001 ENSMUSG00000024234 ENSMODG00000007924 ENSOANG00000006046 ENSGALG00000007351
ENSG00000144136 ENSPTRG00000012368 ENSGGOG00000004942 ENSPPYG00000012170 ENSMMUG00000004574 ENSMUSG00000027397 ENSMODG00000013886 ENSOANG00000003390 ENSGALG00000013740
ENSG00000049167 ENSPTRG00000016905 ENSGGOG00000003300 ENSPPYG00000015490 ENSMMUG00000021812 ENSMUSG00000021694 ENSMODG00000019590 ENSOANG00000020447 ENSGALG00000014732
ENSG00000140107 ENSPTRG00000006719 ENSGGOG00000010160 ENSPPYG00000006141 ENSMMUG00000013863 ENSMUSG00000048856 ENSMODG00000013139 ENSOANG00000005726 ENSGALG00000011225
ENSG00000107105 ENSPTRG00000020830 ENSGGOG00000003678 ENSPPYG00000019166 ENSMMUG00000010038 ENSMUSG00000008489 ENSMODG00000003936 ENSOANG00000009634 ENSGALG00000015799
ENSG00000106266 ENSPTRG00000018859 ENSGGOG00000011978 ENSPPYG00000017312 ENSMMUG00000022074 ENSMUSG00000029560 ENSMODG00000009754 ENSOANG00000004312 ENSGALG00000004255
ENSG00000122008 ENSPTRG00000016997 ENSGGOG00000015644 ENSPPYG00000015562 ENSMMUG00000006144 ENSMUSG00000021668 ENSMODG00000002131 ENSOANG00000015770 ENSGALG00000014956
ENSG00000135966 ENSPTRG00000012313 ENSGGOG00000008221 ENSPPYG00000012122 ENSMMUG00000015789 ENSMUSG00000070939 ENSMODG00000002497 ENSOANG00000010577 ENSGALG00000016795
ENSG00000182919 ENSPTRG00000004177 ENSGGOG00000014705 ENSPPYG00000003775 ENSMMUG00000011649 ENSMUSG00000031938 ENSMODG00000000412 ENSOANG00000011715 ENSGALG00000017219
ENSG00000186660 ENSPTRG00000029949 ENSGGOG00000026119 ENSPPYG00000003246 ENSMMUG00000011714 ENSMUSG00000024695 ENSMODG00000020173 ENSOANG00000004512 ENSGALG00000007287
ENSG00000158435 ENSPTRG00000012290 ENSGGOG00000005070 ENSPPYG00000012103 ENSMMUG00000001147 ENSMUSG00000003135 ENSMODG00000001737 ENSOANG00000013148 ENSGALG00000016777
ENSG00000181982 ENSPTRG00000015957 ENSGGOG00000010166 ENSPPYG00000014643 ENSMMUG00000004785 ENSMUSG00000051719 ENSMODG00000000471 ENSOANG00000006683 ENSGALG00000014391
ENSG00000180182 ENSPTRG00000021805 ENSGGOG00000004125 ENSPPYG00000020254 ENSMMUG00000005264 ENSMUSG00000064127 ENSMODG00000021099 ENSOANG00000011278 ENSGALG00000016238
ENSG00000132623 ENSPTRG00000013245 ENSGGOG00000008079 ENSPPYG00000010704 ENSMMUG00000015923 ENSMUSG00000074771 ENSMODG00000004764 ENSOANG00000008421 ENSGALG00000008996
ENSG00000169860 ENSPTRG00000015543 ENSGGOG00000000031 ENSPPYG00000014219 ENSMMUG00000031540 ENSMUSG00000027765 ENSMODG00000015831 ENSOANG00000011870 ENSGALG00000010357
ENSG00000131236 ENSPTRG00000000583 ENSGGOG00000027527 ENSPPYG00000001496 ENSMMUG00000009188 ENSMUSG00000028656 ENSMODG00000017643 ENSOANG00000012533 ENSGALG00000003912
ENSG00000109625 ENSPTRG00000015909 ENSGGOG00000008061 ENSPPYG00000014560 ENSMMUG00000006237 ENSMUSG00000036596 ENSMODG00000003209 ENSOANG00000019747 ENSGALG00000015597
ENSG00000076650 ENSPTRG00000010803 ENSGGOG00000010862 ENSPPYG00000009824 ENSMMUG00000011790 ENSMUSG00000063808 ENSMODG00000012226 ENSOANG00000012732 ENSGALG00000004839
ENSG00000102359 ENSPTRG00000022088 ENSGGOG00000010009 ENSPPYG00000020539 ENSMMUG00000008210 ENSMUSG00000031253 ENSMODG00000011837 ENSOANG00000004207 ENSGALG00000006796
ENSG00000116874 ENSPTRG00000001173 ENSGGOG00000015028 ENSPPYG00000000967 ENSMMUG00000009260 ENSMUSG00000004233 ENSMODG00000005334 ENSOANG00000002254 ENSGALG00000014772
